name,family,category,is_body,is_serif,is_italic,weight
IBM Plex Serif 600 Italic,IBM Plex Serif,serif,1,1,1,semibold
IBM Plex Serif 700,IBM Plex Serif,serif,1,1,1,bold
IBM Plex Serif 700 Italic,IBM Plex Serif,serif,1,1,1,bold
IM Fell DW Pica 400,IM Fell DW Pica,serif,1,1,0,regular
IM Fell DW Pica 400 Italic,IM Fell DW Pica,serif,1,1,1,regular
IM Fell DW Pica SC,IM Fell DW Pica SC,serif,1,1,0,regular
IM Fell Double Pica 400,IM Fell Double Pica,serif,1,1,0,regular
IM Fell Double Pica 400 Italic,IM Fell Double Pica,serif,1,1,1,regular
IM Fell Double Pica SC,IM Fell Double Pica SC,serif,1,1,0,regular
IM Fell English 400,IM Fell English,serif,1,1,0,regular
IM Fell English 400 Italic,IM Fell English,serif,1,1,1,regular
IM Fell English SC,IM Fell English SC,serif,1,1,0,regular
IM Fell French Canon 400,IM Fell French Canon,serif,1,1,0,regular
IM Fell French Canon 400 Italic,IM Fell French Canon,serif,1,1,1,regular
IM Fell French Canon SC,IM Fell French Canon SC,serif,1,1,0,regular
IM Fell Great Primer 400,IM Fell Great Primer,serif,1,1,0,regular
IM Fell Great Primer 400 Italic,IM Fell Great Primer,serif,1,1,1,regular
IM Fell Great Primer SC,IM Fell Great Primer SC,serif,1,1,0,regular
Iceberg,Iceberg,display,0,1,0,regular
Iceland,Iceland,display,0,1,0,regular
Imprima,Imprima,sans-serif,1,0,0,regular
Inconsolata 400,Inconsolata,monospace,1,1,0,regular
Inconsolata 700,Inconsolata,monospace,1,1,0,bold
Inder,Inder,sans-serif,1,0,0,regular
Indie Flower,Indie Flower,handwriting,1,0,0,regular
Inika 400,Inika,serif,1,1,0,regular
Inika 700,Inika,serif,1,1,0,bold
Inknut Antiqua 300,Inknut Antiqua,serif,1,1,0,light
Inknut Antiqua 400,Inknut Antiqua,serif,1,1,0,regular
Inknut Antiqua 500,Inknut Antiqua,serif,1,1,0,medium
Inknut Antiqua 600,Inknut Antiqua,serif,1,1,0,semibold
Inknut Antiqua 700,Inknut Antiqua,serif,1,1,0,bold
Inknut Antiqua 800,Inknut Antiqua,serif,1,1,0,extrabold
Inknut Antiqua 900,Inknut Antiqua,serif,1,1,0,black
Irish Grover,Irish Grover,display,0,1,0,regular
Istok Web 400,Istok Web,sans-serif,1,0,0,regular
Istok Web 400 Italic,Istok Web,sans-serif,1,0,1,regular
Istok Web 700,Istok Web,sans-serif,1,0,1,bold
Istok Web 700 Italic,Istok Web,sans-serif,1,0,1,bold
Italiana,Italiana,serif,1,1,0,regular
Italianno,Italianno,handwriting,1,0,0,regular
Itim,Itim,handwriting,1,0,0,regular
Jacques Francois,Jacques Francois,serif,1,1,0,regular
Jacques Francois Shadow,Jacques Francois Shadow,display,0,1,0,regular
Jaldi 400,Jaldi,sans-serif,1,0,0,regular
Jaldi 700,Jaldi,sans-serif,1,0,0,bold
Jim Nightshade,Jim Nightshade,handwriting,1,0,0,regular
Jockey One,Jockey One,sans-serif,1,0,0,regular
Jolly Lodger,Jolly Lodger,display,0,0,0,regular
Jomhuria,Jomhuria,display,0,1,0,regular
Josefin Sans 100,Josefin Sans,sans-serif,1,0,0,thin
Josefin Sans 100 Italic,Josefin Sans,sans-serif,1,0,1,thin
Josefin Sans 300,Josefin Sans,sans-serif,1,0,1,light
Josefin Sans 300 Italic,Josefin Sans,sans-serif,1,0,1,light
Josefin Sans 400,Josefin Sans,sans-serif,1,0,1,regular
Josefin Sans 400 Italic,Josefin Sans,sans-serif,1,0,1,regular
Josefin Sans 600,Josefin Sans,sans-serif,1,0,1,semibold
Josefin Sans 600 Italic,Josefin Sans,sans-serif,1,0,1,semibold
Josefin Sans 700,Josefin Sans,sans-serif,1,0,1,bold
Josefin Sans 700 Italic,Josefin Sans,sans-serif,1,0,1,bold
Josefin Slab 100,Josefin Slab,serif,1,1,0,thin
Josefin Slab 100 Italic,Josefin Slab,serif,1,1,1,thin
Josefin Slab 300,Josefin Slab,serif,1,1,1,light
Josefin Slab 300 Italic,Josefin Slab,serif,1,1,1,light
Josefin Slab 400,Josefin Slab,serif,1,1,1,regular
Josefin Slab 400 Italic,Josefin Slab,serif,1,1,1,regular
Josefin Slab 600,Josefin Slab,serif,1,1,1,semibold
Josefin Slab 600 Italic,Josefin Slab,serif,1,1,1,semibold
Josefin Slab 700,Josefin Slab,serif,1,1,1,bold
Josefin Slab 700 Italic,Josefin Slab,serif,1,1,1,bold
Joti One,Joti One,display,0,0,0,regular
Jua,Jua,sans-serif,1,0,0,regular
Judson 400,Judson,serif,1,1,0,regular
Judson 400 Italic,Judson,serif,1,1,1,regular
Judson 700,Judson,serif,1,1,1,bold
Julee,Julee,handwriting,1,0,0,regular
Julius Sans One,Julius Sans One,sans-serif,1,0,0,regular
Junge,Junge,serif,1,1,0,regular
Jura 300,Jura,sans-serif,1,0,0,light
Jura 400,Jura,sans-serif,1,0,0,regular
Jura 500,Jura,sans-serif,1,0,0,medium
Jura 600,Jura,sans-serif,1,0,0,semibold
Jura 700,Jura,sans-serif,1,0,0,bold
Just Another Hand,Just Another Hand,handwriting,1,0,0,regular
Just Me Again Down Here,Just Me Again Down Here,handwriting,1,0,0,regular
K2D 100,K2D,sans-serif,1,0,0,thin
K2D 100 Italic,K2D,sans-serif,1,0,1,thin
K2D 200,K2D,sans-serif,1,0,1,extralight
K2D 200 Italic,K2D,sans-serif,1,0,1,extralight
K2D 300,K2D,sans-serif,1,0,1,light
K2D 300 Italic,K2D,sans-serif,1,0,1,light
K2D 400,K2D,sans-serif,1,0,1,regular
K2D 400 Italic,K2D,sans-serif,1,0,1,regular
K2D 500,K2D,sans-serif,1,0,1,medium
K2D 500 Italic,K2D,sans-serif,1,0,1,medium
K2D 600,K2D,sans-serif,1,0,1,semibold
K2D 600 Italic,K2D,sans-serif,1,0,1,semibold
K2D 700,K2D,sans-serif,1,0,1,bold
K2D 700 Italic,K2D,sans-serif,1,0,1,bold
K2D 800,K2D,sans-serif,1,0,1,extrabold
K2D 800 Italic,K2D,sans-serif,1,0,1,extrabold
Kadwa 400,Kadwa,serif,1,1,0,regular
Kadwa 700,Kadwa,serif,1,1,0,bold
Kalam 300,Kalam,handwriting,1,0,0,light
Kalam 400,Kalam,handwriting,1,0,0,regular
Kalam 700,Kalam,handwriting,1,0,0,bold
Kameron 400,Kameron,serif,1,1,0,regular
Kameron 700,Kameron,serif,1,1,0,bold
Kanit 100,Kanit,sans-serif,1,0,0,thin
Kanit 100 Italic,Kanit,sans-serif,1,0,1,thin
Kanit 200,Kanit,sans-serif,1,0,1,extralight
Kanit 200 Italic,Kanit,sans-serif,1,0,1,extralight
Kanit 300,Kanit,sans-serif,1,0,1,light
Kanit 300 Italic,Kanit,sans-serif,1,0,1,light
Kanit 400,Kanit,sans-serif,1,0,1,regular
Kanit 400 Italic,Kanit,sans-serif,1,0,1,regular
Kanit 500,Kanit,sans-serif,1,0,1,medium
Kanit 500 Italic,Kanit,sans-serif,1,0,1,medium
Kanit 600,Kanit,sans-serif,1,0,1,semibold
Kanit 600 Italic,Kanit,sans-serif,1,0,1,semibold
Kanit 700,Kanit,sans-serif,1,0,1,bold
Kanit 700 Italic,Kanit,sans-serif,1,0,1,bold
Kanit 800,Kanit,sans-serif,1,0,1,extrabold
Kanit 800 Italic,Kanit,sans-serif,1,0,1,extrabold
Kanit 900,Kanit,sans-serif,1,0,1,black
Kanit 900 Italic,Kanit,sans-serif,1,0,1,black
Karla 400,Karla,sans-serif,1,0,0,regular
Karla 400 Italic,Karla,sans-serif,1,0,1,regular
Karla 700,Karla,sans-serif,1,0,1,bold
Karla 700 Italic,Karla,sans-serif,1,0,1,bold
Karma 300,Karma,serif,1,1,0,light
Karma 400,Karma,serif,1,1,0,regular
Karma 500,Karma,serif,1,1,0,medium
Karma 600,Karma,serif,1,1,0,semibold
Karma 700,Karma,serif,1,1,0,bold
Katibeh,Katibeh,display,0,1,0,regular
Kaushan Script,Kaushan Script,handwriting,1,0,0,regular
Kavivanar,Kavivanar,handwriting,1,0,0,regular
Kavoon,Kavoon,display,0,1,0,regular
Keania One,Keania One,display,0,1,0,regular
Kelly Slab,Kelly Slab,display,0,1,0,regular
Kenia,Kenia,display,0,1,0,regular
Khand 300,Khand,sans-serif,1,0,0,light
Khand 400,Khand,sans-serif,1,0,0,regular
Khand 500,Khand,sans-serif,1,0,0,medium
Khand 600,Khand,sans-serif,1,0,0,semibold
Khand 700,Khand,sans-serif,1,0,0,bold
Khula 300,Khula,sans-serif,1,0,0,light
Khula 400,Khula,sans-serif,1,0,0,regular
Khula 600,Khula,sans-serif,1,0,0,semibold
Khula 700,Khula,sans-serif,1,0,0,bold
Khula 800,Khula,sans-serif,1,0,0,extrabold
Kirang Haerang,Kirang Haerang,display,0,0,0,regular
Kite One,Kite One,sans-serif,1,0,0,regular
Knewave,Knewave,display,0,0,0,regular
KoHo 200,KoHo,sans-serif,1,0,0,extralight
KoHo 200 Italic,KoHo,sans-serif,1,0,1,extralight
KoHo 300,KoHo,sans-serif,1,0,1,light
KoHo 300 Italic,KoHo,sans-serif,1,0,1,light
KoHo 400,KoHo,sans-serif,1,0,1,regular
KoHo 400 Italic,KoHo,sans-serif,1,0,1,regular
KoHo 500,KoHo,sans-serif,1,0,1,medium
KoHo 500 Italic,KoHo,sans-serif,1,0,1,medium
KoHo 600,KoHo,sans-serif,1,0,1,semibold
KoHo 600 Italic,KoHo,sans-serif,1,0,1,semibold
KoHo 700,KoHo,sans-serif,1,0,1,bold
KoHo 700 Italic,KoHo,sans-serif,1,0,1,bold
Kodchasan 200,Kodchasan,sans-serif,1,0,0,extralight
Kodchasan 200 Italic,Kodchasan,sans-serif,1,0,1,extralight
Kodchasan 300,Kodchasan,sans-serif,1,0,1,light
Kodchasan 300 Italic,Kodchasan,sans-serif,1,0,1,light
Kodchasan 400,Kodchasan,sans-serif,1,0,1,regular
Kodchasan 400 Italic,Kodchasan,sans-serif,1,0,1,regular
Kodchasan 500,Kodchasan,sans-serif,1,0,1,medium
Kodchasan 500 Italic,Kodchasan,sans-serif,1,0,1,medium
Kodchasan 600,Kodchasan,sans-serif,1,0,1,semibold
Kodchasan 600 Italic,Kodchasan,sans-serif,1,0,1,semibold
Kodchasan 700,Kodchasan,sans-serif,1,0,1,bold
Kodchasan 700 Italic,Kodchasan,sans-serif,1,0,1,bold
Kosugi,Kosugi,sans-serif,1,0,0,regular
Kosugi Maru,Kosugi Maru,sans-serif,1,0,0,regular
Kotta One,Kotta One,serif,1,1,0,regular
Kranky,Kranky,display,0,1,0,regular
Kreon 300,Kreon,serif,1,1,0,light
Kreon 400,Kreon,serif,1,1,0,regular
Kreon 500,Kreon,serif,1,1,0,medium
Kreon 600,Kreon,serif,1,1,0,semibold
Kreon 700,Kreon,serif,1,1,0,bold
Kristi,Kristi,handwriting,1,0,0,regular
Krona One,Krona One,sans-serif,1,0,0,regular
Krub 200,Krub,sans-serif,1,0,0,extralight
Krub 200 Italic,Krub,sans-serif,1,0,1,extralight
Krub 300,Krub,sans-serif,1,0,1,light
Krub 300 Italic,Krub,sans-serif,1,0,1,light
Krub 400,Krub,sans-serif,1,0,1,regular
Krub 400 Italic,Krub,sans-serif,1,0,1,regular
Krub 500,Krub,sans-serif,1,0,1,medium
Krub 500 Italic,Krub,sans-serif,1,0,1,medium
Krub 600,Krub,sans-serif,1,0,1,semibold
Krub 600 Italic,Krub,sans-serif,1,0,1,semibold
Krub 700,Krub,sans-serif,1,0,1,bold
Krub 700 Italic,Krub,sans-serif,1,0,1,bold
Kumar One,Kumar One,display,0,1,0,regular
Kumar One Outline,Kumar One Outline,display,0,1,0,regular
Kurale,Kurale,serif,1,1,0,regular
La Belle Aurore,La Belle Aurore,handwriting,1,0,0,regular
Lacquer,Lacquer,sans-serif,1,0,0,regular
Laila 300,Laila,serif,1,1,0,light
Laila 400,Laila,serif,1,1,0,regular
Laila 500,Laila,serif,1,1,0,medium
Laila 600,Laila,serif,1,1,0,semibold
Laila 700,Laila,serif,1,1,0,bold
Lakki Reddy,Lakki Reddy,handwriting,1,0,0,regular
Lalezar,Lalezar,display,0,1,0,regular
Lancelot,Lancelot,display,0,1,0,regular
Lateef,Lateef,handwriting,1,0,0,regular
Lato 100,Lato,sans-serif,1,0,0,thin
Lato 100 Italic,Lato,sans-serif,1,0,1,thin
Lato 300,Lato,sans-serif,1,0,1,light
Lato 300 Italic,Lato,sans-serif,1,0,1,light
Lato 400,Lato,sans-serif,1,0,1,regular
Lato 400 Italic,Lato,sans-serif,1,0,1,regular
Lato 700,Lato,sans-serif,1,0,1,bold
Lato 700 Italic,Lato,sans-serif,1,0,1,bold
Lato 900,Lato,sans-serif,1,0,1,black
Lato 900 Italic,Lato,sans-serif,1,0,1,black
League Script,League Script,handwriting,1,0,0,regular
Leckerli One,Leckerli One,handwriting,1,0,0,regular
Ledger,Ledger,serif,1,1,0,regular
Lekton 400,Lekton,sans-serif,1,0,0,regular
Lekton 400 Italic,Lekton,sans-serif,1,0,1,regular
Lekton 700,Lekton,sans-serif,1,0,1,bold
Lemon,Lemon,display,0,1,0,regular
Lemonada 300,Lemonada,display,0,1,0,light
Lemonada 400,Lemonada,display,0,1,0,regular
Lemonada 600,Lemonada,display,0,1,0,semibold
Lemonada 700,Lemonada,display,0,1,0,bold
Lexend Deca,Lexend Deca,sans-serif,1,0,0,regular
Lexend Exa,Lexend Exa,sans-serif,1,0,0,regular
Lexend Giga,Lexend Giga,sans-serif,1,0,0,regular
Lexend Mega,Lexend Mega,sans-serif,1,0,0,regular
Lexend Peta,Lexend Peta,sans-serif,1,0,0,regular
Lexend Tera,Lexend Tera,sans-serif,1,0,0,regular
Lexend Zetta,Lexend Zetta,sans-serif,1,0,0,regular
Libre Baskerville 400,Libre Baskerville,serif,1,1,0,regular
Libre Baskerville 400 Italic,Libre Baskerville,serif,1,1,1,regular
Libre Baskerville 700,Libre Baskerville,serif,1,1,1,bold
Libre Caslon Display,Libre Caslon Display,serif,1,1,0,regular
Libre Caslon Text 400,Libre Caslon Text,serif,1,1,0,regular
Libre Caslon Text 400 Italic,Libre Caslon Text,serif,1,1,1,regular
Libre Caslon Text 700,Libre Caslon Text,serif,1,1,1,bold
Libre Franklin 100,Libre Franklin,sans-serif,1,0,0,thin
Libre Franklin 100 Italic,Libre Franklin,sans-serif,1,0,1,thin
Libre Franklin 200,Libre Franklin,sans-serif,1,0,1,extralight
Libre Franklin 200 Italic,Libre Franklin,sans-serif,1,0,1,extralight
Libre Franklin 300,Libre Franklin,sans-serif,1,0,1,light
Libre Franklin 300 Italic,Libre Franklin,sans-serif,1,0,1,light
Libre Franklin 400,Libre Franklin,sans-serif,1,0,1,regular
Libre Franklin 400 Italic,Libre Franklin,sans-serif,1,0,1,regular
Libre Franklin 500,Libre Franklin,sans-serif,1,0,1,medium
Libre Franklin 500 Italic,Libre Franklin,sans-serif,1,0,1,medium
Libre Franklin 600,Libre Franklin,sans-serif,1,0,1,semibold
Libre Franklin 600 Italic,Libre Franklin,sans-serif,1,0,1,semibold
Libre Franklin 700,Libre Franklin,sans-serif,1,0,1,bold
Libre Franklin 700 Italic,Libre Franklin,sans-serif,1,0,1,bold
Libre Franklin 800,Libre Franklin,sans-serif,1,0,1,extrabold
Libre Franklin 800 Italic,Libre Franklin,sans-serif,1,0,1,extrabold
Libre Franklin 900,Libre Franklin,sans-serif,1,0,1,black
Libre Franklin 900 Italic,Libre Franklin,sans-serif,1,0,1,black
Life Savers 400,Life Savers,display,0,1,0,regular
Life Savers 700,Life Savers,display,0,1,0,bold
Life Savers 800,Life Savers,display,0,1,0,extrabold
Lilita One,Lilita One,display,0,1,0,regular
Lily Script One,Lily Script One,display,0,1,0,regular
Limelight,Limelight,display,0,1,0,regular
Linden Hill 400,Linden Hill,serif,1,1,0,regular
Linden Hill 400 Italic,Linden Hill,serif,1,1,1,regular
Literata 400,Literata,serif,1,1,0,regular
Literata 500,Literata,serif,1,1,0,medium
Literata 600,Literata,serif,1,1,0,semibold
Literata 700,Literata,serif,1,1,0,bold
Literata 400 Italic,Literata,serif,1,1,1,regular
Literata 500 Italic,Literata,serif,1,1,1,medium
Literata 600 Italic,Literata,serif,1,1,1,semibold
Literata 700 Italic,Literata,serif,1,1,1,bold
Liu Jian Mao Cao,Liu Jian Mao Cao,handwriting,1,0,0,regular
Livvic 100,Livvic,sans-serif,1,0,0,thin
Livvic 100 Italic,Livvic,sans-serif,1,0,1,thin
Livvic 200,Livvic,sans-serif,1,0,1,extralight
Livvic 200 Italic,Livvic,sans-serif,1,0,1,extralight
Livvic 300,Livvic,sans-serif,1,0,1,light
Livvic 300 Italic,Livvic,sans-serif,1,0,1,light
Livvic 400,Livvic,sans-serif,1,0,1,regular
Livvic 400 Italic,Livvic,sans-serif,1,0,1,regular
Livvic 500,Livvic,sans-serif,1,0,1,medium
Livvic 500 Italic,Livvic,sans-serif,1,0,1,medium
Livvic 600,Livvic,sans-serif,1,0,1,semibold
Livvic 600 Italic,Livvic,sans-serif,1,0,1,semibold
Livvic 700,Livvic,sans-serif,1,0,1,bold
Livvic 700 Italic,Livvic,sans-serif,1,0,1,bold
Livvic 900,Livvic,sans-serif,1,0,1,black
Livvic 900 Italic,Livvic,sans-serif,1,0,1,black
Lobster,Lobster,display,0,1,0,regular
Lobster Two 400,Lobster Two,display,0,1,0,regular
Lobster Two 400 Italic,Lobster Two,display,0,1,1,regular
Lobster Two 700,Lobster Two,display,0,1,1,bold
Lobster Two 700 Italic,Lobster Two,display,0,1,1,bold
Londrina Outline,Londrina Outline,display,0,1,0,regular
Londrina Shadow,Londrina Shadow,display,0,1,0,regular
Londrina Sketch,Londrina Sketch,display,0,1,0,regular
Londrina Solid 100,Londrina Solid,display,0,1,0,thin
Londrina Solid 300,Londrina Solid,display,0,1,0,light
Londrina Solid 400,Londrina Solid,display,0,1,0,regular
Londrina Solid 900,Londrina Solid,display,0,1,0,black
Long Cang,Long Cang,handwriting,1,0,0,regular
Lora 400,Lora,serif,1,1,0,regular
Lora 400 Italic,Lora,serif,1,1,1,regular
Lora 700,Lora,serif,1,1,1,bold
Lora 700 Italic,Lora,serif,1,1,1,bold
Love Ya Like A Sister,Love Ya Like A Sister,display,0,1,0,regular
Loved by the King,Loved by the King,handwriting,1,0,0,regular
Lovers Quarrel,Lovers Quarrel,handwriting,1,0,0,regular
Luckiest Guy,Luckiest Guy,display,0,0,0,regular
Lusitana 400,Lusitana,serif,1,1,0,regular
Lusitana 700,Lusitana,serif,1,1,0,bold
Lustria,Lustria,serif,1,1,0,regular
M PLUS 1p 100,M PLUS 1p,sans-serif,1,0,0,thin
M PLUS 1p 300,M PLUS 1p,sans-serif,1,0,0,light
M PLUS 1p 400,M PLUS 1p,sans-serif,1,0,0,regular
M PLUS 1p 500,M PLUS 1p,sans-serif,1,0,0,medium
M PLUS 1p 700,M PLUS 1p,sans-serif,1,0,0,bold
M PLUS 1p 800,M PLUS 1p,sans-serif,1,0,0,extrabold
M PLUS 1p 900,M PLUS 1p,sans-serif,1,0,0,black
M PLUS Rounded 1c 100,M PLUS Rounded 1c,sans-serif,1,0,0,thin
M PLUS Rounded 1c 300,M PLUS Rounded 1c,sans-serif,1,0,0,light
M PLUS Rounded 1c 400,M PLUS Rounded 1c,sans-serif,1,0,0,regular
M PLUS Rounded 1c 500,M PLUS Rounded 1c,sans-serif,1,0,0,medium
M PLUS Rounded 1c 700,M PLUS Rounded 1c,sans-serif,1,0,0,bold
M PLUS Rounded 1c 800,M PLUS Rounded 1c,sans-serif,1,0,0,extrabold
M PLUS Rounded 1c 900,M PLUS Rounded 1c,sans-serif,1,0,0,black
Ma Shan Zheng,Ma Shan Zheng,handwriting,1,0,0,regular
Macondo,Macondo,display,0,1,0,regular
Macondo Swash Caps,Macondo Swash Caps,display,0,1,0,regular
Mada 200,Mada,sans-serif,1,0,0,extralight
Mada 300,Mada,sans-serif,1,0,0,light
Mada 400,Mada,sans-serif,1,0,0,regular
Mada 500,Mada,sans-serif,1,0,0,medium
Mada 600,Mada,sans-serif,1,0,0,semibold
Mada 700,Mada,sans-serif,1,0,0,bold
Mada 900,Mada,sans-serif,1,0,0,black
Magra 400,Magra,sans-serif,1,0,0,regular
Magra 700,Magra,sans-serif,1,0,0,bold
Maiden Orange,Maiden Orange,display,0,1,0,regular
Maitree 200,Maitree,serif,1,1,0,extralight
Maitree 300,Maitree,serif,1,1,0,light
Maitree 400,Maitree,serif,1,1,0,regular
Maitree 500,Maitree,serif,1,1,0,medium
Maitree 600,Maitree,serif,1,1,0,semibold
Maitree 700,Maitree,serif,1,1,0,bold
Major Mono Display,Major Mono Display,monospace,1,1,0,regular
Mako,Mako,sans-serif,1,0,0,regular
Mali 200,Mali,handwriting,1,0,0,extralight
Mali 200 Italic,Mali,handwriting,1,0,1,extralight
Mali 300,Mali,handwriting,1,0,1,light
Mali 300 Italic,Mali,handwriting,1,0,1,light
Mali 400,Mali,handwriting,1,0,1,regular
Mali 400 Italic,Mali,handwriting,1,0,1,regular
Mali 500,Mali,handwriting,1,0,1,medium
Mali 500 Italic,Mali,handwriting,1,0,1,medium
Mali 600,Mali,handwriting,1,0,1,semibold
Mali 600 Italic,Mali,handwriting,1,0,1,semibold
Mali 700,Mali,handwriting,1,0,1,bold
Mali 700 Italic,Mali,handwriting,1,0,1,bold
Mallanna,Mallanna,sans-serif,1,0,0,regular
Mandali,Mandali,sans-serif,1,0,0,regular
Manjari 100,Manjari,sans-serif,1,0,0,thin
Manjari 400,Manjari,sans-serif,1,0,0,regular
Manjari 700,Manjari,sans-serif,1,0,0,bold
Mansalva,Mansalva,handwriting,1,0,0,regular
Manuale 400,Manuale,serif,1,1,0,regular
Manuale 400 Italic,Manuale,serif,1,1,1,regular
Manuale 500,Manuale,serif,1,1,1,medium
Manuale 500 Italic,Manuale,serif,1,1,1,medium
Manuale 600,Manuale,serif,1,1,1,semibold
Manuale 600 Italic,Manuale,serif,1,1,1,semibold
Manuale 700,Manuale,serif,1,1,1,bold
Manuale 700 Italic,Manuale,serif,1,1,1,bold
Marcellus,Marcellus,serif,1,1,0,regular
Marcellus SC,Marcellus SC,serif,1,1,0,regular
Marck Script,Marck Script,handwriting,1,0,0,regular
Margarine,Margarine,display,0,1,0,regular
Markazi Text 400,Markazi Text,serif,1,1,0,regular
Markazi Text 500,Markazi Text,serif,1,1,0,medium
Markazi Text 600,Markazi Text,serif,1,1,0,semibold
Markazi Text 700,Markazi Text,serif,1,1,0,bold
Marko One,Marko One,serif,1,1,0,regular
Marmelad,Marmelad,sans-serif,1,0,0,regular
Martel 200,Martel,serif,1,1,0,extralight
Martel 300,Martel,serif,1,1,0,light
Martel 400,Martel,serif,1,1,0,regular
Martel 600,Martel,serif,1,1,0,semibold
Martel 700,Martel,serif,1,1,0,bold
Martel 800,Martel,serif,1,1,0,extrabold
Martel 900,Martel,serif,1,1,0,black
Martel Sans 200,Martel Sans,sans-serif,1,0,0,extralight
Martel Sans 300,Martel Sans,sans-serif,1,0,0,light
Martel Sans 400,Martel Sans,sans-serif,1,0,0,regular
Martel Sans 600,Martel Sans,sans-serif,1,0,0,semibold
Martel Sans 700,Martel Sans,sans-serif,1,0,0,bold
Martel Sans 800,Martel Sans,sans-serif,1,0,0,extrabold
Martel Sans 900,Martel Sans,sans-serif,1,0,0,black
Marvel 400,Marvel,sans-serif,1,0,0,regular
Marvel 400 Italic,Marvel,sans-serif,1,0,1,regular
Marvel 700,Marvel,sans-serif,1,0,1,bold
Marvel 700 Italic,Marvel,sans-serif,1,0,1,bold
Mate 400,Mate,serif,1,1,0,regular
Mate 400 Italic,Mate,serif,1,1,1,regular
Mate SC,Mate SC,serif,1,1,0,regular
Maven Pro 400,Maven Pro,sans-serif,1,0,0,regular
Maven Pro 500,Maven Pro,sans-serif,1,0,0,medium
Maven Pro 700,Maven Pro,sans-serif,1,0,0,bold
Maven Pro 900,Maven Pro,sans-serif,1,0,0,black
McLaren,McLaren,display,0,0,0,regular
Meddon,Meddon,handwriting,1,0,0,regular
MedievalSharp,MedievalSharp,display,0,1,0,regular
Medula One,Medula One,display,0,1,0,regular
Meera Inimai,Meera Inimai,sans-serif,1,0,0,regular
Megrim,Megrim,display,0,0,0,regular
Meie Script,Meie Script,handwriting,1,0,0,regular
Merienda 400,Merienda,handwriting,1,0,0,regular
Merienda 700,Merienda,handwriting,1,0,0,bold
Merienda One,Merienda One,handwriting,1,0,0,regular
Merriweather 300,Merriweather,serif,1,1,0,light
Merriweather 300 Italic,Merriweather,serif,1,1,1,light
Merriweather 400,Merriweather,serif,1,1,1,regular
Merriweather 400 Italic,Merriweather,serif,1,1,1,regular
Merriweather 700,Merriweather,serif,1,1,1,bold
Merriweather 700 Italic,Merriweather,serif,1,1,1,bold
Merriweather 900,Merriweather,serif,1,1,1,black
Merriweather 900 Italic,Merriweather,serif,1,1,1,black
Merriweather Sans 300,Merriweather Sans,sans-serif,1,0,0,light
Merriweather Sans 300 Italic,Merriweather Sans,sans-serif,1,0,1,light
Merriweather Sans 400,Merriweather Sans,sans-serif,1,0,1,regular
Merriweather Sans 400 Italic,Merriweather Sans,sans-serif,1,0,1,regular
Merriweather Sans 700,Merriweather Sans,sans-serif,1,0,1,bold
Merriweather Sans 700 Italic,Merriweather Sans,sans-serif,1,0,1,bold
Merriweather Sans 800,Merriweather Sans,sans-serif,1,0,1,extrabold
Merriweather Sans 800 Italic,Merriweather Sans,sans-serif,1,0,1,extrabold
Metal Mania,Metal Mania,display,0,1,0,regular
Metamorphous,Metamorphous,display,0,1,0,regular
Metrophobic,Metrophobic,sans-serif,1,0,0,regular
Michroma,Michroma,sans-serif,1,0,0,regular
Milonga,Milonga,display,0,1,0,regular
Miltonian,Miltonian,display,0,1,0,regular
Miltonian Tattoo,Miltonian Tattoo,display,0,1,0,regular
Mina 400,Mina,sans-serif,1,0,0,regular
Mina 700,Mina,sans-serif,1,0,0,bold
Miniver,Miniver,display,0,1,0,regular
Miriam Libre 400,Miriam Libre,sans-serif,1,0,0,regular
Miriam Libre 700,Miriam Libre,sans-serif,1,0,0,bold
Mirza 400,Mirza,display,0,1,0,regular
Mirza 500,Mirza,display,0,1,0,medium
Mirza 600,Mirza,display,0,1,0,semibold
Mirza 700,Mirza,display,0,1,0,bold
Miss Fajardose,Miss Fajardose,handwriting,1,0,0,regular
Mitr 200,Mitr,sans-serif,1,0,0,extralight
Mitr 300,Mitr,sans-serif,1,0,0,light
Mitr 400,Mitr,sans-serif,1,0,0,regular
Mitr 500,Mitr,sans-serif,1,0,0,medium
Mitr 600,Mitr,sans-serif,1,0,0,semibold
Mitr 700,Mitr,sans-serif,1,0,0,bold
Modak,Modak,display,0,1,0,regular
Modern Antiqua,Modern Antiqua,display,0,1,0,regular
Mogra,Mogra,display,0,1,0,regular
Molengo,Molengo,sans-serif,1,0,0,regular
Molle,Molle,handwriting,1,0,0,regular
Monda 400,Monda,sans-serif,1,0,0,regular
Monda 700,Monda,sans-serif,1,0,0,bold
Monofett,Monofett,display,0,0,0,regular
Monoton,Monoton,display,0,0,0,regular
Monsieur La Doulaise,Monsieur La Doulaise,handwriting,1,0,0,regular
Montaga,Montaga,serif,1,1,0,regular
Montez,Montez,handwriting,1,0,0,regular
Montserrat 100,Montserrat,sans-serif,1,0,0,thin
Montserrat 100 Italic,Montserrat,sans-serif,1,0,1,thin
Montserrat 200,Montserrat,sans-serif,1,0,1,extralight
Montserrat 200 Italic,Montserrat,sans-serif,1,0,1,extralight
Montserrat 300,Montserrat,sans-serif,1,0,1,light
Montserrat 300 Italic,Montserrat,sans-serif,1,0,1,light
Montserrat 400,Montserrat,sans-serif,1,0,1,regular
