name,family,category,is_body,is_serif,is_italic,weight
Quattrocento 700,Quattrocento,serif,1,1,0,bold
Quattrocento Sans 400,Quattrocento Sans,sans-serif,1,0,0,regular
Quattrocento Sans 400 Italic,Quattrocento Sans,sans-serif,1,0,1,regular
Quattrocento Sans 700,Quattrocento Sans,sans-serif,1,0,1,bold
Quattrocento Sans 700 Italic,Quattrocento Sans,sans-serif,1,0,1,bold
Questrial,Questrial,sans-serif,1,0,0,regular
Quicksand 300,Quicksand,sans-serif,1,0,0,light
Quicksand 400,Quicksand,sans-serif,1,0,0,regular
Quicksand 500,Quicksand,sans-serif,1,0,0,medium
Quicksand 600,Quicksand,sans-serif,1,0,0,semibold
Quicksand 700,Quicksand,sans-serif,1,0,0,bold
Quintessential,Quintessential,handwriting,1,0,0,regular
Qwigley,Qwigley,handwriting,1,0,0,regular
Racing Sans One,Racing Sans One,display,0,0,0,regular
Radley 400,Radley,serif,1,1,0,regular
Radley 400 Italic,Radley,serif,1,1,1,regular
Rajdhani 300,Rajdhani,sans-serif,1,0,0,light
Rajdhani 400,Rajdhani,sans-serif,1,0,0,regular
Rajdhani 500,Rajdhani,sans-serif,1,0,0,medium
Rajdhani 600,Rajdhani,sans-serif,1,0,0,semibold
Rajdhani 700,Rajdhani,sans-serif,1,0,0,bold
Rakkas,Rakkas,display,0,1,0,regular
Raleway 100,Raleway,sans-serif,1,0,0,thin
Raleway 100 Italic,Raleway,sans-serif,1,0,1,thin
Raleway 200,Raleway,sans-serif,1,0,1,extralight
Raleway 200 Italic,Raleway,sans-serif,1,0,1,extralight
Raleway 300,Raleway,sans-serif,1,0,1,light
Raleway 300 Italic,Raleway,sans-serif,1,0,1,light
Raleway 400,Raleway,sans-serif,1,0,1,regular
Raleway 400 Italic,Raleway,sans-serif,1,0,1,regular
Raleway 500,Raleway,sans-serif,1,0,1,medium
Raleway 500 Italic,Raleway,sans-serif,1,0,1,medium
Raleway 600,Raleway,sans-serif,1,0,1,semibold
Raleway 600 Italic,Raleway,sans-serif,1,0,1,semibold
Raleway 700,Raleway,sans-serif,1,0,1,bold
Raleway 700 Italic,Raleway,sans-serif,1,0,1,bold
Raleway 800,Raleway,sans-serif,1,0,1,extrabold
Raleway 800 Italic,Raleway,sans-serif,1,0,1,extrabold
Raleway 900,Raleway,sans-serif,1,0,1,black
Raleway 900 Italic,Raleway,sans-serif,1,0,1,black
Raleway Dots,Raleway Dots,display,0,0,0,regular
Ramabhadra,Ramabhadra,sans-serif,1,0,0,regular
Ramaraja,Ramaraja,serif,1,1,0,regular
Rambla 400,Rambla,sans-serif,1,0,0,regular
Rambla 400 Italic,Rambla,sans-serif,1,0,1,regular
Rambla 700,Rambla,sans-serif,1,0,1,bold
Rambla 700 Italic,Rambla,sans-serif,1,0,1,bold
Rammetto One,Rammetto One,display,0,0,0,regular
Ranchers,Ranchers,display,0,0,0,regular
Rancho,Rancho,handwriting,1,0,0,regular
Ranga 400,Ranga,display,0,0,0,regular
Ranga 700,Ranga,display,0,0,0,bold
Rasa 300,Rasa,serif,1,1,0,light
Rasa 400,Rasa,serif,1,1,0,regular
Rasa 500,Rasa,serif,1,1,0,medium
Rasa 600,Rasa,serif,1,1,0,semibold
Rasa 700,Rasa,serif,1,1,0,bold
Rationale,Rationale,sans-serif,1,0,0,regular
Ravi Prakash,Ravi Prakash,display,0,0,0,regular
Red Hat Display 400,Red Hat Display,sans-serif,1,0,0,regular
Red Hat Display 400 Italic,Red Hat Display,sans-serif,1,0,1,regular
Red Hat Display 500,Red Hat Display,sans-serif,1,0,1,medium
Red Hat Display 500 Italic,Red Hat Display,sans-serif,1,0,1,medium
Red Hat Display 700,Red Hat Display,sans-serif,1,0,1,bold
Red Hat Display 700 Italic,Red Hat Display,sans-serif,1,0,1,bold
Red Hat Display 900,Red Hat Display,sans-serif,1,0,1,black
Red Hat Display 900 Italic,Red Hat Display,sans-serif,1,0,1,black
Red Hat Text 400,Red Hat Text,sans-serif,1,0,0,regular
Red Hat Text 400 Italic,Red Hat Text,sans-serif,1,0,1,regular
Red Hat Text 500,Red Hat Text,sans-serif,1,0,1,medium
Red Hat Text 500 Italic,Red Hat Text,sans-serif,1,0,1,medium
Red Hat Text 700,Red Hat Text,sans-serif,1,0,1,bold
Red Hat Text 700 Italic,Red Hat Text,sans-serif,1,0,1,bold
Redressed,Redressed,handwriting,1,0,0,regular
Reem Kufi,Reem Kufi,sans-serif,1,0,0,regular
Reenie Beanie,Reenie Beanie,handwriting,1,0,0,regular
Revalia,Revalia,display,0,1,0,regular
Rhodium Libre,Rhodium Libre,serif,1,1,0,regular
Ribeye,Ribeye,display,0,1,0,regular
Ribeye Marrow,Ribeye Marrow,display,0,1,0,regular
Righteous,Righteous,display,0,1,0,regular
Risque,Risque,display,0,1,0,regular
Roboto 100,Roboto,sans-serif,1,0,0,thin
Roboto 100 Italic,Roboto,sans-serif,1,0,1,thin
Roboto 300,Roboto,sans-serif,1,0,1,light
Roboto 300 Italic,Roboto,sans-serif,1,0,1,light
Roboto 400,Roboto,sans-serif,1,0,1,regular
Roboto 400 Italic,Roboto,sans-serif,1,0,1,regular
Roboto 500,Roboto,sans-serif,1,0,1,medium
Roboto 500 Italic,Roboto,sans-serif,1,0,1,medium
Roboto 700,Roboto,sans-serif,1,0,1,bold
Roboto 700 Italic,Roboto,sans-serif,1,0,1,bold
Roboto 900,Roboto,sans-serif,1,0,1,black
Roboto 900 Italic,Roboto,sans-serif,1,0,1,black
Roboto Condensed 300,Roboto Condensed,sans-serif,1,0,0,light
Roboto Condensed 300 Italic,Roboto Condensed,sans-serif,1,0,1,light
Roboto Condensed 400,Roboto Condensed,sans-serif,1,0,1,regular
Roboto Condensed 400 Italic,Roboto Condensed,sans-serif,1,0,1,regular
Roboto Condensed 700,Roboto Condensed,sans-serif,1,0,1,bold
Roboto Condensed 700 Italic,Roboto Condensed,sans-serif,1,0,1,bold
Roboto Mono 100,Roboto Mono,monospace,1,1,0,thin
Roboto Mono 100 Italic,Roboto Mono,monospace,1,1,1,thin
Roboto Mono 300,Roboto Mono,monospace,1,1,1,light
Roboto Mono 300 Italic,Roboto Mono,monospace,1,1,1,light
Roboto Mono 400,Roboto Mono,monospace,1,1,1,regular
Roboto Mono 400 Italic,Roboto Mono,monospace,1,1,1,regular
Roboto Mono 500,Roboto Mono,monospace,1,1,1,medium
Roboto Mono 500 Italic,Roboto Mono,monospace,1,1,1,medium
Roboto Mono 700,Roboto Mono,monospace,1,1,1,bold
Roboto Mono 700 Italic,Roboto Mono,monospace,1,1,1,bold
Roboto Slab 100,Roboto Slab,serif,1,1,0,thin
Roboto Slab 300,Roboto Slab,serif,1,1,0,light
Roboto Slab 400,Roboto Slab,serif,1,1,0,regular
Roboto Slab 700,Roboto Slab,serif,1,1,0,bold
Rochester,Rochester,handwriting,1,0,0,regular
Rock Salt,Rock Salt,handwriting,1,0,0,regular
Rokkitt 100,Rokkitt,serif,1,1,0,thin
Rokkitt 200,Rokkitt,serif,1,1,0,extralight
Rokkitt 300,Rokkitt,serif,1,1,0,light
Rokkitt 400,Rokkitt,serif,1,1,0,regular
Rokkitt 500,Rokkitt,serif,1,1,0,medium
Rokkitt 600,Rokkitt,serif,1,1,0,semibold
Rokkitt 700,Rokkitt,serif,1,1,0,bold
Rokkitt 800,Rokkitt,serif,1,1,0,extrabold
Rokkitt 900,Rokkitt,serif,1,1,0,black
Romanesco,Romanesco,handwriting,1,0,0,regular
Ropa Sans 400,Ropa Sans,sans-serif,1,0,0,regular
Ropa Sans 400 Italic,Ropa Sans,sans-serif,1,0,1,regular
Rosario 400,Rosario,sans-serif,1,0,0,regular
Rosario 400 Italic,Rosario,sans-serif,1,0,1,regular
Rosario 700,Rosario,sans-serif,1,0,1,bold
Rosario 700 Italic,Rosario,sans-serif,1,0,1,bold
Rosarivo 400,Rosarivo,serif,1,1,0,regular
Rosarivo 400 Italic,Rosarivo,serif,1,1,1,regular
Rouge Script,Rouge Script,handwriting,1,0,0,regular
Rozha One,Rozha One,serif,1,1,0,regular
Rubik 300,Rubik,sans-serif,1,0,0,light
Rubik 300 Italic,Rubik,sans-serif,1,0,1,light
Rubik 400,Rubik,sans-serif,1,0,1,regular
Rubik 400 Italic,Rubik,sans-serif,1,0,1,regular
Rubik 500,Rubik,sans-serif,1,0,1,medium
Rubik 500 Italic,Rubik,sans-serif,1,0,1,medium
Rubik 700,Rubik,sans-serif,1,0,1,bold
Rubik 700 Italic,Rubik,sans-serif,1,0,1,bold
Rubik 900,Rubik,sans-serif,1,0,1,black
Rubik 900 Italic,Rubik,sans-serif,1,0,1,black
Rubik Mono One,Rubik Mono One,sans-serif,1,0,0,regular
Ruda 400,Ruda,sans-serif,1,0,0,regular
Ruda 700,Ruda,sans-serif,1,0,0,bold
Ruda 900,Ruda,sans-serif,1,0,0,black
Rufina 400,Rufina,serif,1,1,0,regular
Rufina 700,Rufina,serif,1,1,0,bold
Ruge Boogie,Ruge Boogie,handwriting,1,0,0,regular
Ruluko,Ruluko,sans-serif,1,0,0,regular
Rum Raisin,Rum Raisin,sans-serif,1,0,0,regular
Ruslan Display,Ruslan Display,display,0,1,0,regular
Russo One,Russo One,sans-serif,1,0,0,regular
Ruthie,Ruthie,handwriting,1,0,0,regular
Rye,Rye,display,0,1,0,regular
Sacramento,Sacramento,handwriting,1,0,0,regular
Sahitya 400,Sahitya,serif,1,1,0,regular
Sahitya 700,Sahitya,serif,1,1,0,bold
Sail,Sail,display,0,1,0,regular
Saira 100,Saira,sans-serif,1,0,0,thin
Saira 200,Saira,sans-serif,1,0,0,extralight
Saira 300,Saira,sans-serif,1,0,0,light
Saira 400,Saira,sans-serif,1,0,0,regular
Saira 500,Saira,sans-serif,1,0,0,medium
Saira 600,Saira,sans-serif,1,0,0,semibold
Saira 700,Saira,sans-serif,1,0,0,bold
Saira 800,Saira,sans-serif,1,0,0,extrabold
Saira 900,Saira,sans-serif,1,0,0,black
Saira Condensed 100,Saira Condensed,sans-serif,1,0,0,thin
Saira Condensed 200,Saira Condensed,sans-serif,1,0,0,extralight
Saira Condensed 300,Saira Condensed,sans-serif,1,0,0,light
Saira Condensed 400,Saira Condensed,sans-serif,1,0,0,regular
Saira Condensed 500,Saira Condensed,sans-serif,1,0,0,medium
Saira Condensed 600,Saira Condensed,sans-serif,1,0,0,semibold
Saira Condensed 700,Saira Condensed,sans-serif,1,0,0,bold
Saira Condensed 800,Saira Condensed,sans-serif,1,0,0,extrabold
Saira Condensed 900,Saira Condensed,sans-serif,1,0,0,black
Saira Extra Condensed 100,Saira Extra Condensed,sans-serif,1,0,0,thin
Saira Extra Condensed 200,Saira Extra Condensed,sans-serif,1,0,0,extralight
Saira Extra Condensed 300,Saira Extra Condensed,sans-serif,1,0,0,light
Saira Extra Condensed 400,Saira Extra Condensed,sans-serif,1,0,0,regular
Saira Extra Condensed 500,Saira Extra Condensed,sans-serif,1,0,0,medium
Saira Extra Condensed 600,Saira Extra Condensed,sans-serif,1,0,0,semibold
Saira Extra Condensed 700,Saira Extra Condensed,sans-serif,1,0,0,bold
Saira Extra Condensed 800,Saira Extra Condensed,sans-serif,1,0,0,extrabold
Saira Extra Condensed 900,Saira Extra Condensed,sans-serif,1,0,0,black
Saira Semi Condensed 100,Saira Semi Condensed,sans-serif,1,0,0,thin
Saira Semi Condensed 200,Saira Semi Condensed,sans-serif,1,0,0,extralight
Saira Semi Condensed 300,Saira Semi Condensed,sans-serif,1,0,0,light
Saira Semi Condensed 400,Saira Semi Condensed,sans-serif,1,0,0,regular
Saira Semi Condensed 500,Saira Semi Condensed,sans-serif,1,0,0,medium
Saira Semi Condensed 600,Saira Semi Condensed,sans-serif,1,0,0,semibold
Saira Semi Condensed 700,Saira Semi Condensed,sans-serif,1,0,0,bold
Saira Semi Condensed 800,Saira Semi Condensed,sans-serif,1,0,0,extrabold
Saira Semi Condensed 900,Saira Semi Condensed,sans-serif,1,0,0,black
Saira Stencil One,Saira Stencil One,display,0,0,0,regular
Salsa,Salsa,display,0,1,0,regular
Sanchez 400,Sanchez,serif,1,1,0,regular
Sanchez 400 Italic,Sanchez,serif,1,1,1,regular
Sancreek,Sancreek,display,0,1,0,regular
Sansita 400,Sansita,sans-serif,1,0,0,regular
Sansita 400 Italic,Sansita,sans-serif,1,0,1,regular
Sansita 700,Sansita,sans-serif,1,0,1,bold
Sansita 700 Italic,Sansita,sans-serif,1,0,1,bold
Sansita 800,Sansita,sans-serif,1,0,1,extrabold
Sansita 800 Italic,Sansita,sans-serif,1,0,1,extrabold
Sansita 900,Sansita,sans-serif,1,0,1,black
Sansita 900 Italic,Sansita,sans-serif,1,0,1,black
Sarabun 100,Sarabun,sans-serif,1,0,0,thin
Sarabun 100 Italic,Sarabun,sans-serif,1,0,1,thin
Sarabun 200,Sarabun,sans-serif,1,0,1,extralight
Sarabun 200 Italic,Sarabun,sans-serif,1,0,1,extralight
Sarabun 300,Sarabun,sans-serif,1,0,1,light
Sarabun 300 Italic,Sarabun,sans-serif,1,0,1,light
Sarabun 400,Sarabun,sans-serif,1,0,1,regular
Sarabun 400 Italic,Sarabun,sans-serif,1,0,1,regular
Sarabun 500,Sarabun,sans-serif,1,0,1,medium
Sarabun 500 Italic,Sarabun,sans-serif,1,0,1,medium
Sarabun 600,Sarabun,sans-serif,1,0,1,semibold
Sarabun 600 Italic,Sarabun,sans-serif,1,0,1,semibold
Sarabun 700,Sarabun,sans-serif,1,0,1,bold
Sarabun 700 Italic,Sarabun,sans-serif,1,0,1,bold
Sarabun 800,Sarabun,sans-serif,1,0,1,extrabold
Sarabun 800 Italic,Sarabun,sans-serif,1,0,1,extrabold
Sarala 400,Sarala,sans-serif,1,0,0,regular
Sarala 700,Sarala,sans-serif,1,0,0,bold
Sarina,Sarina,display,0,1,0,regular
Sarpanch 400,Sarpanch,sans-serif,1,0,0,regular
Sarpanch 500,Sarpanch,sans-serif,1,0,0,medium
Sarpanch 600,Sarpanch,sans-serif,1,0,0,semibold
Sarpanch 700,Sarpanch,sans-serif,1,0,0,bold
Sarpanch 800,Sarpanch,sans-serif,1,0,0,extrabold
Sarpanch 900,Sarpanch,sans-serif,1,0,0,black
Satisfy,Satisfy,handwriting,1,0,0,regular
Sawarabi Gothic,Sawarabi Gothic,sans-serif,1,0,0,regular
Sawarabi Mincho,Sawarabi Mincho,sans-serif,1,0,0,regular
Scada 400,Scada,sans-serif,1,0,0,regular
Scada 400 Italic,Scada,sans-serif,1,0,1,regular
Scada 700,Scada,sans-serif,1,0,1,bold
Scada 700 Italic,Scada,sans-serif,1,0,1,bold
Scheherazade 400,Scheherazade,serif,1,1,0,regular
Scheherazade 700,Scheherazade,serif,1,1,0,bold
Schoolbell,Schoolbell,handwriting,1,0,0,regular
Scope One,Scope One,serif,1,1,0,regular
Seaweed Script,Seaweed Script,display,0,1,0,regular
Secular One,Secular One,sans-serif,1,0,0,regular
Sedgwick Ave,Sedgwick Ave,handwriting,1,0,0,regular
Sedgwick Ave Display,Sedgwick Ave Display,handwriting,1,0,0,regular
Sevillana,Sevillana,display,0,1,0,regular
Seymour One,Seymour One,sans-serif,1,0,0,regular
Shadows Into Light,Shadows Into Light,handwriting,1,0,0,regular
Shadows Into Light Two,Shadows Into Light Two,handwriting,1,0,0,regular
Shanti,Shanti,sans-serif,1,0,0,regular
Share 400,Share,display,0,1,0,regular
Share 400 Italic,Share,display,0,1,1,regular
Share 700,Share,display,0,1,1,bold
Share 700 Italic,Share,display,0,1,1,bold
Share Tech,Share Tech,sans-serif,1,0,0,regular
Share Tech Mono,Share Tech Mono,monospace,1,1,0,regular
Shojumaru,Shojumaru,display,0,1,0,regular
Short Stack,Short Stack,handwriting,1,0,0,regular
Shrikhand,Shrikhand,display,0,1,0,regular
Sigmar One,Sigmar One,display,0,0,0,regular
Signika 300,Signika,sans-serif,1,0,0,light
Signika 400,Signika,sans-serif,1,0,0,regular
Signika 600,Signika,sans-serif,1,0,0,semibold
Signika 700,Signika,sans-serif,1,0,0,bold
Signika Negative 300,Signika Negative,sans-serif,1,0,0,light
Signika Negative 400,Signika Negative,sans-serif,1,0,0,regular
Signika Negative 600,Signika Negative,sans-serif,1,0,0,semibold
Signika Negative 700,Signika Negative,sans-serif,1,0,0,bold
Simonetta 400,Simonetta,display,0,1,0,regular
Simonetta 400 Italic,Simonetta,display,0,1,1,regular
Simonetta 900,Simonetta,display,0,1,1,black
Simonetta 900 Italic,Simonetta,display,0,1,1,black
Sintony 400,Sintony,sans-serif,1,0,0,regular
Sintony 700,Sintony,sans-serif,1,0,0,bold
Sirin Stencil,Sirin Stencil,display,0,1,0,regular
Six Caps,Six Caps,sans-serif,1,0,0,regular
Skranji 400,Skranji,display,0,1,0,regular
Skranji 700,Skranji,display,0,1,0,bold
Slabo 13px,Slabo 13px,serif,1,1,0,regular
Slabo 27px,Slabo 27px,serif,1,1,0,regular
Slackey,Slackey,display,0,0,0,regular
Smokum,Smokum,display,0,1,0,regular
Smythe,Smythe,display,0,1,0,regular
Sniglet 400,Sniglet,display,0,0,0,regular
Sniglet 800,Sniglet,display,0,0,0,extrabold
Snippet,Snippet,sans-serif,1,0,0,regular
Snowburst One,Snowburst One,display,0,1,0,regular
Sofadi One,Sofadi One,display,0,0,0,regular
Sofia,Sofia,handwriting,1,0,0,regular
Song Myung,Song Myung,serif,1,1,0,regular
Sonsie One,Sonsie One,display,0,1,0,regular
Sorts Mill Goudy 400,Sorts Mill Goudy,serif,1,1,0,regular
Sorts Mill Goudy 400 Italic,Sorts Mill Goudy,serif,1,1,1,regular
Source Code Pro 200,Source Code Pro,monospace,1,1,0,extralight
Source Code Pro 200 Italic,Source Code Pro,monospace,1,1,1,extralight
Source Code Pro 300,Source Code Pro,monospace,1,1,1,light
Source Code Pro 300 Italic,Source Code Pro,monospace,1,1,1,light
Source Code Pro 400,Source Code Pro,monospace,1,1,1,regular
Source Code Pro 400 Italic,Source Code Pro,monospace,1,1,1,regular
Source Code Pro 500,Source Code Pro,monospace,1,1,1,medium
Source Code Pro 500 Italic,Source Code Pro,monospace,1,1,1,medium
Source Code Pro 600,Source Code Pro,monospace,1,1,1,semibold
Source Code Pro 600 Italic,Source Code Pro,monospace,1,1,1,semibold
Source Code Pro 700,Source Code Pro,monospace,1,1,1,bold
Source Code Pro 700 Italic,Source Code Pro,monospace,1,1,1,bold
Source Code Pro 900,Source Code Pro,monospace,1,1,1,black
Source Code Pro 900 Italic,Source Code Pro,monospace,1,1,1,black
Source Sans Pro 200,Source Sans Pro,sans-serif,1,0,0,extralight
Source Sans Pro 200 Italic,Source Sans Pro,sans-serif,1,0,1,extralight
Source Sans Pro 300,Source Sans Pro,sans-serif,1,0,1,light
Source Sans Pro 300 Italic,Source Sans Pro,sans-serif,1,0,1,light
Source Sans Pro 400,Source Sans Pro,sans-serif,1,0,1,regular
Source Sans Pro 400 Italic,Source Sans Pro,sans-serif,1,0,1,regular
Source Sans Pro 600,Source Sans Pro,sans-serif,1,0,1,semibold
Source Sans Pro 600 Italic,Source Sans Pro,sans-serif,1,0,1,semibold
Source Sans Pro 700,Source Sans Pro,sans-serif,1,0,1,bold
Source Sans Pro 700 Italic,Source Sans Pro,sans-serif,1,0,1,bold
Source Sans Pro 900,Source Sans Pro,sans-serif,1,0,1,black
Source Sans Pro 900 Italic,Source Sans Pro,sans-serif,1,0,1,black
Source Serif Pro 400,Source Serif Pro,serif,1,1,0,regular
Source Serif Pro 600,Source Serif Pro,serif,1,1,0,semibold
Source Serif Pro 700,Source Serif Pro,serif,1,1,0,bold
Space Mono 400,Space Mono,monospace,1,1,0,regular
Space Mono 400 Italic,Space Mono,monospace,1,1,1,regular
Space Mono 700,Space Mono,monospace,1,1,1,bold
Space Mono 700 Italic,Space Mono,monospace,1,1,1,bold
Special Elite,Special Elite,display,0,1,0,regular
Spectral 200,Spectral,serif,1,1,0,extralight
Spectral 200 Italic,Spectral,serif,1,1,1,extralight
Spectral 300,Spectral,serif,1,1,1,light
Spectral 300 Italic,Spectral,serif,1,1,1,light
Spectral 400,Spectral,serif,1,1,1,regular
Spectral 400 Italic,Spectral,serif,1,1,1,regular
Spectral 500,Spectral,serif,1,1,1,medium
Spectral 500 Italic,Spectral,serif,1,1,1,medium
Spectral 600,Spectral,serif,1,1,1,semibold
Spectral 600 Italic,Spectral,serif,1,1,1,semibold
Spectral 700,Spectral,serif,1,1,1,bold
Spectral 700 Italic,Spectral,serif,1,1,1,bold
Spectral 800,Spectral,serif,1,1,1,extrabold
Spectral 800 Italic,Spectral,serif,1,1,1,extrabold
Spectral SC 200,Spectral SC,serif,1,1,0,extralight
Spectral SC 200 Italic,Spectral SC,serif,1,1,1,extralight
Spectral SC 300,Spectral SC,serif,1,1,1,light
Spectral SC 300 Italic,Spectral SC,serif,1,1,1,light
Spectral SC 400,Spectral SC,serif,1,1,1,regular
Spectral SC 400 Italic,Spectral SC,serif,1,1,1,regular
Spectral SC 500,Spectral SC,serif,1,1,1,medium
Spectral SC 500 Italic,Spectral SC,serif,1,1,1,medium
Spectral SC 600,Spectral SC,serif,1,1,1,semibold
Spectral SC 600 Italic,Spectral SC,serif,1,1,1,semibold
Spectral SC 700,Spectral SC,serif,1,1,1,bold
Spectral SC 700 Italic,Spectral SC,serif,1,1,1,bold
Spectral SC 800,Spectral SC,serif,1,1,1,extrabold
Spectral SC 800 Italic,Spectral SC,serif,1,1,1,extrabold
Spicy Rice,Spicy Rice,display,0,1,0,regular
Spinnaker,Spinnaker,sans-serif,1,0,0,regular
Spirax,Spirax,display,0,1,0,regular
Squada One,Squada One,display,0,1,0,regular
Sree Krushnadevaraya,Sree Krushnadevaraya,serif,1,1,0,regular
Sriracha,Sriracha,handwriting,1,0,0,regular
Srisakdi 400,Srisakdi,display,0,1,0,regular
Srisakdi 700,Srisakdi,display,0,1,0,bold
Staatliches,Staatliches,display,0,0,0,regular
Stalemate,Stalemate,handwriting,1,0,0,regular
Stalinist One,Stalinist One,display,0,1,0,regular
Stardos Stencil 400,Stardos Stencil,display,0,1,0,regular
Stardos Stencil 700,Stardos Stencil,display,0,1,0,bold
Stint Ultra Condensed,Stint Ultra Condensed,display,0,1,0,regular
Stint Ultra Expanded,Stint Ultra Expanded,display,0,1,0,regular
Stoke 300,Stoke,serif,1,1,0,light
Stoke 400,Stoke,serif,1,1,0,regular
Strait,Strait,sans-serif,1,0,0,regular
Stylish,Stylish,sans-serif,1,0,0,regular
Sue Ellen Francisco,Sue Ellen Francisco,handwriting,1,0,0,regular
Suez One,Suez One,serif,1,1,0,regular
Sumana 400,Sumana,serif,1,1,0,regular
Sumana 700,Sumana,serif,1,1,0,bold
Sunflower 300,Sunflower,sans-serif,1,0,0,light
Sunflower 500,Sunflower,sans-serif,1,0,0,medium
Sunflower 700,Sunflower,sans-serif,1,0,0,bold
Sunshiney,Sunshiney,handwriting,1,0,0,regular
Supermercado One,Supermercado One,display,0,1,0,regular
Sura 400,Sura,serif,1,1,0,regular
Sura 700,Sura,serif,1,1,0,bold
Suranna,Suranna,serif,1,1,0,regular
Suravaram,Suravaram,serif,1,1,0,regular
Swanky and Moo Moo,Swanky and Moo Moo,handwriting,1,0,0,regular
Syncopate 400,Syncopate,sans-serif,1,0,0,regular
Syncopate 700,Syncopate,sans-serif,1,0,0,bold
Tajawal 200,Tajawal,sans-serif,1,0,0,extralight
Tajawal 300,Tajawal,sans-serif,1,0,0,light
Tajawal 400,Tajawal,sans-serif,1,0,0,regular
Tajawal 500,Tajawal,sans-serif,1,0,0,medium
Tajawal 700,Tajawal,sans-serif,1,0,0,bold
Tajawal 800,Tajawal,sans-serif,1,0,0,extrabold
Tajawal 900,Tajawal,sans-serif,1,0,0,black
Tangerine 400,Tangerine,handwriting,1,0,0,regular
Tangerine 700,Tangerine,handwriting,1,0,0,bold
Tauri,Tauri,sans-serif,1,0,0,regular
Taviraj 100,Taviraj,serif,1,1,0,thin
Taviraj 100 Italic,Taviraj,serif,1,1,1,thin
Taviraj 200,Taviraj,serif,1,1,1,extralight
Taviraj 200 Italic,Taviraj,serif,1,1,1,extralight
Taviraj 300,Taviraj,serif,1,1,1,light
Taviraj 300 Italic,Taviraj,serif,1,1,1,light
Taviraj 400,Taviraj,serif,1,1,1,regular
Taviraj 400 Italic,Taviraj,serif,1,1,1,regular
Taviraj 500,Taviraj,serif,1,1,1,medium
Taviraj 500 Italic,Taviraj,serif,1,1,1,medium
Taviraj 600,Taviraj,serif,1,1,1,semibold
Taviraj 600 Italic,Taviraj,serif,1,1,1,semibold
Taviraj 700,Taviraj,serif,1,1,1,bold
Taviraj 700 Italic,Taviraj,serif,1,1,1,bold
Taviraj 800,Taviraj,serif,1,1,1,extrabold
Taviraj 800 Italic,Taviraj,serif,1,1,1,extrabold
Taviraj 900,Taviraj,serif,1,1,1,black
Taviraj 900 Italic,Taviraj,serif,1,1,1,black
Teko 300,Teko,sans-serif,1,0,0,light
Teko 400,Teko,sans-serif,1,0,0,regular
Teko 500,Teko,sans-serif,1,0,0,medium
Teko 600,Teko,sans-serif,1,0,0,semibold
Teko 700,Teko,sans-serif,1,0,0,bold
Telex,Telex,sans-serif,1,0,0,regular
Tenali Ramakrishna,Tenali Ramakrishna,sans-serif,1,0,0,regular
Tenor Sans,Tenor Sans,sans-serif,1,0,0,regular
Text Me One,Text Me One,sans-serif,1,0,0,regular
Thasadith 400,Thasadith,sans-serif,1,0,0,regular
Thasadith 400 Italic,Thasadith,sans-serif,1,0,1,regular
Thasadith 700,Thasadith,sans-serif,1,0,1,bold
Thasadith 700 Italic,Thasadith,sans-serif,1,0,1,bold
The Girl Next Door,The Girl Next Door,handwriting,1,0,0,regular
Tienne 400,Tienne,serif,1,1,0,regular
Tienne 700,Tienne,serif,1,1,0,bold
Tienne 900,Tienne,serif,1,1,0,black
Tillana 400,Tillana,handwriting,1,0,0,regular
Tillana 500,Tillana,handwriting,1,0,0,medium
Tillana 600,Tillana,handwriting,1,0,0,semibold
Tillana 700,Tillana,handwriting,1,0,0,bold
Tillana 800,Tillana,handwriting,1,0,0,extrabold
Timmana,Timmana,sans-serif,1,0,0,regular
Tinos 400,Tinos,serif,1,1,0,regular
Tinos 400 Italic,Tinos,serif,1,1,1,regular
Tinos 700,Tinos,serif,1,1,1,bold
Tinos 700 Italic,Tinos,serif,1,1,1,bold
Titan One,Titan One,display,0,0,0,regular
Titillium Web 200,Titillium Web,sans-serif,1,0,0,extralight
Titillium Web 200 Italic,Titillium Web,sans-serif,1,0,1,extralight
Titillium Web 300,Titillium Web,sans-serif,1,0,1,light
Titillium Web 300 Italic,Titillium Web,sans-serif,1,0,1,light
Titillium Web 400,Titillium Web,sans-serif,1,0,1,regular
Titillium Web 400 Italic,Titillium Web,sans-serif,1,0,1,regular
Titillium Web 600,Titillium Web,sans-serif,1,0,1,semibold
Titillium Web 600 Italic,Titillium Web,sans-serif,1,0,1,semibold
Titillium Web 700,Titillium Web,sans-serif,1,0,1,bold
Titillium Web 700 Italic,Titillium Web,sans-serif,1,0,1,bold
Titillium Web 900,Titillium Web,sans-serif,1,0,1,black
Trade Winds,Trade Winds,display,0,1,0,regular
Trirong 100,Trirong,serif,1,1,0,thin
Trirong 100 Italic,Trirong,serif,1,1,1,thin
Trirong 200,Trirong,serif,1,1,1,extralight
Trirong 200 Italic,Trirong,serif,1,1,1,extralight
Trirong 300,Trirong,serif,1,1,1,light
Trirong 300 Italic,Trirong,serif,1,1,1,light
Trirong 400,Trirong,serif,1,1,1,regular
Trirong 400 Italic,Trirong,serif,1,1,1,regular
Trirong 500,Trirong,serif,1,1,1,medium
Trirong 500 Italic,Trirong,serif,1,1,1,medium
Trirong 600,Trirong,serif,1,1,1,semibold
Trirong 600 Italic,Trirong,serif,1,1,1,semibold
