name,family,category,is_body,is_serif,is_italic,weight,glyphs,
Cabin Condensed Semi Bold,Cabin Condensed,contemporary,1,0,0,600,,
Cabin Sketch Bold,Cabin Sketch,handwriting,0,0,0,700,,
Cabin Sketch Regular,Cabin Sketch,handwriting,0,0,0,400,,
Caesar Dressing,Caesar Dressing,display,0,0,0,400,,
Cagliostro,Cagliostro,modern,1,0,0,400,,
Cairo Black,Cairo,contemporary,1,0,0,900,,
Cairo Bold,Cairo,contemporary,1,0,0,700,,
Cairo Extra Light,Cairo,contemporary,1,0,0,200,,
Cairo Light,Cairo,contemporary,1,0,0,300,,
Cairo Regular,Cairo,contemporary,1,0,0,400,,
Cairo Semi Bold,Cairo,contemporary,1,0,0,600,,
Calligraffitti,Calligraffitti,handwriting,1,0,0,400,,
Cambay Bold,Cambay,modern,1,0,1,700,,
Cambay Bold Italic,Cambay,modern,1,0,1,700,,
Cambay Regular,Cambay,modern,1,0,0,400,,
Cambay Regular Italic,Cambay,modern,1,0,1,400,,
Cambo,Cambo,oldstyle,1,1,0,400,,
Candal,Candal,geometric,1,0,0,400,,
Cantarell Bold,Cantarell,humanist,1,0,1,700,,
Cantarell Bold Italic,Cantarell,humanist,1,0,1,700,,
Cantarell Regular,Cantarell,humanist,1,0,0,400,,
Cantarell Regular Italic,Cantarell,humanist,1,0,1,400,,
Cantata One,Cantata One,classical,1,1,0,400,,
Cantora One,Cantora One,medieval,1,0,0,400,,
Capriola,Capriola,informal,1,0,0,400,,
Cardo Bold,Cardo,oldstyle,1,1,1,700,,
Cardo Regular,Cardo,oldstyle,1,1,0,400,,
Cardo Regular Italic,Cardo,oldstyle,1,1,1,400,,
Carme,Carme,modern,1,0,0,400,,
Carrois Gothic,Carrois Gothic,grotesque,1,0,0,400,,
Carrois Gothic SC,Carrois Gothic,grotesque,1,0,0,400,,
Carter One,Carter One,display,0,1,0,400,,
Catamaran Black,Catamaran,modern,1,0,0,900,,
Catamaran Bold,Catamaran,modern,1,0,0,700,,
Catamaran Extra Bold,Catamaran,modern,1,0,0,800,,
Catamaran Extra Light,Catamaran,modern,1,0,0,200,,
Catamaran Light,Catamaran,modern,1,0,0,300,,
Catamaran Medium,Catamaran,modern,1,0,0,500,,
Catamaran Regular,Catamaran,modern,1,0,0,400,,
Catamaran Semi Bold,Catamaran,modern,1,0,0,600,,
Catamaran Thin,Catamaran,modern,1,0,0,100,,
Caudex Bold,Caudex,oldstyle,1,1,1,700,,
Caudex Bold Italic,Caudex,oldstyle,1,1,1,700,,
Caudex Regular,Caudex,oldstyle,1,1,0,400,,
Caudex Regular Italic,Caudex,oldstyle,1,1,1,400,,
Caveat Bold,Caveat,handwriting,1,0,0,700,,
Caveat Brush,Caveat,handwriting,1,0,0,400,,
Caveat Regular,Caveat,handwriting,1,0,0,400,,
Cedarville Cursive,Cedarville Cursive,handwriting,1,0,0,400,,
Ceviche One,Ceviche One,display,0,1,0,400,,
Chakra Petch Bold,Chakra Petch,modern,1,0,1,700,,
Chakra Petch Bold Italic,Chakra Petch,modern,1,0,1,700,,
Chakra Petch Light,Chakra Petch,modern,1,0,0,300,,
Chakra Petch Light Italic,Chakra Petch,modern,1,0,1,300,,
Chakra Petch Medium,Chakra Petch,modern,1,0,1,500,,
Chakra Petch Medium Italic,Chakra Petch,modern,1,0,1,500,,
Chakra Petch Regular,Chakra Petch,modern,1,0,1,400,,
Chakra Petch Regular Italic,Chakra Petch,modern,1,0,1,400,,
Chakra Petch Semi Bold,Chakra Petch,modern,1,0,1,600,,
Chakra Petch Semi Bold Italic,Chakra Petch,modern,1,0,1,600,,
Changa Bold,Changa,humanist,1,0,0,700,,
Changa Extra Bold,Changa,humanist,1,0,0,800,,
Changa Extra Light,Changa,humanist,1,0,0,200,,
Changa Light,Changa,humanist,1,0,0,300,,
Changa Medium,Changa,humanist,1,0,0,500,,
Changa Regular,Changa,humanist,1,0,0,400,,
Changa Semi Bold,Changa,humanist,1,0,0,600,,
Changa One Regular,Changa One,display,0,0,0,400,,
Changa One Regular Italic,Changa One,display,0,0,1,400,,
Chango,Chango,display,0,0,0,400,,
Charm Bold,Charm,script,1,0,0,700,,
Charm Regular,Charm,script,1,0,0,400,,
Charmonman Bold,Charmonman,script,1,0,0,700,,
Charmonman Regular,Charmonman,script,1,0,0,400,,
Chathura Bold,Chathura,geometric,1,0,0,700,,
Chathura Extra Bold,Chathura,geometric,1,0,0,800,,
Chathura Light,Chathura,geometric,1,0,0,300,,
Chathura Regular,Chathura,geometric,1,0,0,400,,
Chathura Thin,Chathura,geometric,1,0,0,100,,
Chau Philomene One Regular,Chau Philomene One,geometric,1,0,0,400,,
Chau Philomene One Regular Italic,Chau Philomene One,geometric,1,0,1,400,,
Chela One,Chela One,script,0,1,0,400,,
Chelsea Market,Chelsea Market,informal,0,0,0,400,,
Cherry Cream Soda,Cherry Cream Soda,informal,0,0,0,400,,
Cherry Swash Bold,Cherry Swash,informal,0,1,0,700,,
Cherry Swash Regular,Cherry Swash,informal,0,1,0,400,,
Chewy,Chewy,informal,0,0,0,400,,
Chicle,Chicle,display,0,1,0,400,,
Chilanka,Chilanka,handwriting,1,0,0,400,,
Chivo Black,Chivo,grotesque,1,0,1,900,,
Chivo Black Italic,Chivo,grotesque,1,0,1,900,,
Chivo Bold,Chivo,grotesque,1,0,1,700,,
Chivo Bold Italic,Chivo,grotesque,1,0,1,700,,
Chivo Light,Chivo,grotesque,1,0,0,300,,
Chivo Light Italic,Chivo,grotesque,1,0,1,300,,
Chivo Regular,Chivo,grotesque,1,0,1,400,,
Chivo Regular Italic,Chivo,grotesque,1,0,1,400,,
Chonburi,Chonburi,classical,0,1,0,400,,
Cinzel Black,Cinzel,contemporary,1,1,0,900,,
Cinzel Bold,Cinzel,contemporary,1,1,0,700,,
Cinzel Regular,Cinzel,contemporary,1,1,0,400,,
Cinzel Decorative Black,Cinzel Decorative,contemporary,0,1,0,900,,
Cinzel Decorative Bold,Cinzel Decorative,contemporary,0,1,0,700,,
Cinzel Decorative Regular,Cinzel Decorative,contemporary,0,1,0,400,,
Clicker Script,Clicker Script,script,1,0,0,400,,
Coda Extra Bold,Coda,display,0,0,0,800,,
Coda Regular,Coda,display,0,0,0,400,,
Coda Caption,Coda Caption,sans-serif,1,0,0,400,,
Codystar Light,Codystar,display,0,0,0,300,,
Codystar Regular,Codystar,display,0,0,0,400,,
Coiny,Coiny,display,0,0,0,400,,
Combo,Combo,informal,0,0,0,400,,
Comfortaa Bold,Comfortaa,display,0,0,0,700,,
Comfortaa Light,Comfortaa,display,0,0,0,300,,
Comfortaa Medium,Comfortaa,display,0,0,0,500,,
Comfortaa Regular,Comfortaa,display,0,0,0,400,,
Comfortaa Semi Bold,Comfortaa,display,0,0,0,600,,
Coming Soon,Coming Soon,handwriting,1,0,0,400,,
Concert One,Concert One,grotesque,0,0,0,400,,
Condiment,Condiment,script,1,0,1,400,,
Contrail One,Contrail One,modern,0,0,0,400,,
Convergence,Convergence,contemporary,1,0,0,400,,
Cookie,Cookie,script,0,0,0,400,,
Copse,Copse,slab serif,1,1,0,400,,
Corben Bold,Corben,classical,0,1,0,700,,
Corben Regular,Corben,classical,0,1,0,400,,
Cormorant Bold,Cormorant,oldstyle,1,1,1,700,,
Cormorant Bold Italic,Cormorant,oldstyle,1,1,1,700,,
Cormorant Light,Cormorant,oldstyle,1,1,0,300,,
Cormorant Light Italic,Cormorant,oldstyle,1,1,1,300,,
Cormorant Medium,Cormorant,oldstyle,1,1,1,500,,
Cormorant Medium Italic,Cormorant,oldstyle,1,1,1,500,,
Cormorant Regular,Cormorant,oldstyle,1,1,1,400,,
Cormorant Regular Italic,Cormorant,oldstyle,1,1,1,400,,
Cormorant Semi Bold,Cormorant,oldstyle,1,1,1,600,,
Cormorant Semi Bold Italic,Cormorant,oldstyle,1,1,1,600,,
Cormorant Garamond Bold,Cormorant Garamond,oldstyle,1,1,1,700,,
Cormorant Garamond Bold Italic,Cormorant Garamond,oldstyle,1,1,1,700,,
Cormorant Garamond Light,Cormorant Garamond,oldstyle,1,1,0,300,,
Cormorant Garamond Light Italic,Cormorant Garamond,oldstyle,1,1,1,300,,
Cormorant Garamond Medium,Cormorant Garamond,oldstyle,1,1,1,500,,
Cormorant Garamond Medium Italic,Cormorant Garamond,oldstyle,1,1,1,500,,
Cormorant Garamond Regular,Cormorant Garamond,oldstyle,1,1,1,400,,
Cormorant Garamond Regular Italic,Cormorant Garamond,oldstyle,1,1,1,400,,
Cormorant Garamond Semi Bold,Cormorant Garamond,oldstyle,1,1,1,600,,
Cormorant Garamond Semi Bold Italic,Cormorant Garamond,oldstyle,1,1,1,600,,
Cormorant Infant Bold,Cormorant Infant,oldstyle,1,1,1,700,,
Cormorant Infant Bold Italic,Cormorant Infant,oldstyle,1,1,1,700,,
Cormorant Infant Light,Cormorant Infant,oldstyle,1,1,0,300,,
Cormorant Infant Light Italic,Cormorant Infant,oldstyle,1,1,1,300,,
Cormorant Infant Medium,Cormorant Infant,oldstyle,1,1,1,500,,
Cormorant Infant Medium Italic,Cormorant Infant,oldstyle,1,1,1,500,,
Cormorant Infant Regular,Cormorant Infant,oldstyle,1,1,1,400,,
Cormorant Infant Regular Italic,Cormorant Infant,oldstyle,1,1,1,400,,
Cormorant Infant Semi Bold,Cormorant Infant,oldstyle,1,1,1,600,,
Cormorant Infant Semi Bold Italic,Cormorant Infant,oldstyle,1,1,1,600,,
Cormorant SC Bold,Cormorant SC,oldstyle,1,1,0,700,,
Cormorant SC Light,Cormorant SC,oldstyle,1,1,0,300,,
Cormorant SC Medium,Cormorant SC,oldstyle,1,1,0,500,,
Cormorant SC Regular,Cormorant SC,oldstyle,1,1,0,400,,
Cormorant SC Semi Bold,Cormorant SC,oldstyle,1,1,0,600,,
Cormorant Unicase Bold,Cormorant Unicase,oldstyle,1,1,0,700,,
Cormorant Unicase Light,Cormorant Unicase,oldstyle,1,1,0,300,,
Cormorant Unicase Medium,Cormorant Unicase,oldstyle,1,1,0,500,,
Cormorant Unicase Regular,Cormorant Unicase,oldstyle,1,1,0,400,,
Cormorant Unicase Semi Bold,Cormorant Unicase,oldstyle,1,1,0,600,,
Cormorant Upright Bold,Cormorant Upright,oldstyle,1,1,0,700,,
Cormorant Upright Light,Cormorant Upright,oldstyle,1,1,0,300,,
Cormorant Upright Medium,Cormorant Upright,oldstyle,1,1,0,500,,
Cormorant Upright Regular,Cormorant Upright,oldstyle,1,1,0,400,,
Cormorant Upright Semi Bold,Cormorant Upright,oldstyle,1,1,0,600,,
Courgette,Courgette,script,1,0,1,400,,
Cousine Bold,Cousine,monospace,1,1,1,700,,
Cousine Bold Italic,Cousine,monospace,1,1,1,700,,
Cousine Regular,Cousine,monospace,1,1,0,400,,
Cousine Regular Italic,Cousine,monospace,1,1,1,400,,
Coustard Black,Coustard,slab serif,1,1,0,900,,
Coustard Regular,Coustard,slab serif,1,1,0,400,,
Covered By Your Grace,Covered By Your Grace,handwriting,1,0,0,400,,
Crafty Girls,Crafty Girls,handwriting,1,0,0,400,,
Creepster,Creepster,display,0,1,0,400,,
Crete Round Regular,Crete Round,slab serif,1,1,0,400,,
Crete Round Regular Italic,Crete Round,slab serif,1,1,1,400,,
Crimson Pro Black,Crimson Pro,serif,1,1,0,900,,
Crimson Pro Black Italic,Crimson Pro,serif,1,1,1,900,,
Crimson Pro Bold,Crimson Pro,serif,1,1,0,700,,
Crimson Pro Bold Italic,Crimson Pro,serif,1,1,1,700,,
Crimson Pro Extra Bold,Crimson Pro,serif,1,1,0,800,,
Crimson Pro Extra Bold Italic,Crimson Pro,serif,1,1,1,800,,
Crimson Pro Extra Light,Crimson Pro,serif,1,1,0,200,,has other variants
Crimson Pro Extra Light Italic,Crimson Pro,serif,1,1,1,200,,
Crimson Pro Light,Crimson Pro,serif,1,1,0,300,,
Crimson Pro Light Italic,Crimson Pro,serif,1,1,1,300,,
Crimson Pro Medium,Crimson Pro,serif,1,1,0,500,,
Crimson Pro Medium Italic,Crimson Pro,serif,1,1,1,500,,
Crimson Pro Regular,Crimson Pro,serif,1,1,0,400,,
Crimson Pro Regular Italic,Crimson Pro,serif,1,1,1,400,,
Crimson Pro Semi Bold,Crimson Pro,serif,1,1,0,600,,
Crimson Pro Semi Bold Italic,Crimson Pro,serif,1,1,1,600,,
Crimson Text Bold,Crimson Text,serif,1,1,0,700,,
Crimson Text Bold Italic,Crimson Text,serif,1,1,1,700,,
Crimson Text Regular,Crimson Text,serif,1,1,0,400,,
Crimson Text Regular Italic,Crimson Text,serif,1,1,1,400,,
Crimson Text Semi Bold,Crimson Text,serif,1,1,0,600,,
Crimson Text Semi Bold Italic,Crimson Text,serif,1,1,1,600,,
Croissant One,Croissant One,slab serif,0,1,0,400,,
Crushed,Crushed,display,0,0,0,400,,
Cuprum Bold,Cuprum,grotesque,1,0,1,700,,
Cuprum Bold Italic,Cuprum,grotesque,1,0,1,700,,
Cuprum Regular,Cuprum,grotesque,1,0,0,400,,
Cuprum Regular Italic,Cuprum,grotesque,1,0,1,400,,
Cute Font,Cute Font,informal,0,0,0,400,,
Cutive,Cutive,slab serif,1,1,0,400,,
Cutive Mono,Cutive Mono,monospace,1,1,0,400,,
Damion,Damion,handwriting,1,0,0,400,,
Dancing Script Bold,Dancing Script,script,1,0,0,700,,
Dancing Script Regular,Dancing Script,script,1,0,0,400,,
Darker Grotesque Black,Darker Grotesque,informal,1,0,0,900,,
Darker Grotesque Bold,Darker Grotesque,informal,1,0,0,700,,
Darker Grotesque Extra Bold,Darker Grotesque,informal,1,0,0,800,,
Darker Grotesque Light,Darker Grotesque,informal,1,0,0,300,,
Darker Grotesque Medium,Darker Grotesque,informal,1,0,0,500,,
Darker Grotesque Regular,Darker Grotesque,informal,1,0,0,400,,
Darker Grotesque Semi Bold,Darker Grotesque,informal,1,0,0,600,,
David Libre Bold,David Libre,oldstyle,1,1,0,700,,
David Libre Medium,David Libre,oldstyle,1,1,0,500,,
David Libre Regular,David Libre,oldstyle,1,1,0,400,,
Dawning of a New Day,Dawning of a New Day,handwriting,1,0,0,400,,
Days One,Days One,display,1,0,0,400,,different variant?
Dekko,Dekko,handwriting,1,0,0,400,,
Delius,Delius,handwriting,1,0,0,400,,
Delius Swash Caps,Delius Swash Caps,handwriting,1,0,0,400,,
Delius Unicase Bold,Delius Unicase,handwriting,1,0,0,700,,
Delius Unicase Regular,Delius Unicase,handwriting,1,0,0,400,,
Della Respira,Della Respira,serif,1,1,0,400,,
Denk One,Denk One,display,1,0,0,400,,
Devonshire,Devonshire,handwriting,1,0,0,400,,
Dhurjati,Dhurjati,modern,1,0,0,400,,
Didact Gothic,Didact Gothic,modern,1,0,0,400,,
Diplomata,Diplomata,modern,0,1,0,400,,
Diplomata SC,Diplomata SC,display,0,1,0,400,,
DM Sans Bold,DM Sans,contemporary,1,0,1,700,,
DM Sans Bold Italic,DM Sans,contemporary,1,0,1,700,,
DM Sans Medium,DM Sans,contemporary,1,0,1,500,,
DM Sans Medium Italic,DM Sans,contemporary,1,0,1,500,,
DM Sans Regular,DM Sans,contemporary,1,0,0,400,,
DM Sans Regular Italic,DM Sans,contemporary,1,0,1,400,,
DM Serif Display Regular,DM Serif Display,classical,1,1,0,400,,
DM Serif Display Regular Italic,DM Serif Display,classical,1,1,1,400,,
DM Serif Text Regular,DM Serif Text,classical,1,1,0,400,,
DM Serif Text Regular Italic,DM Serif Text,classical,1,1,1,400,,
Do Hyeon,Do Hyeon,modern,1,0,0,400,,
Dokdo,Dokdo,informal,1,0,0,400,,
Domine Bold,Domine,oldstyle,1,1,0,700,,
Domine Regular,Domine,oldstyle,1,1,0,400,,
Donegal One,Donegal One,oldstyle,1,1,0,400,,
Doppio One,Doppio One,modern,1,0,0,400,,
Dorsa,Dorsa,contemporary,1,0,0,400,,
Dosis Bold,Dosis,modern,1,0,0,700,,
Dosis Extra Bold,Dosis,modern,1,0,0,800,,
Dosis Extra Light,Dosis,modern,1,0,0,200,,
Dosis Light,Dosis,modern,1,0,0,300,,
Dosis Medium,Dosis,modern,1,0,0,500,,
Dosis Regular,Dosis,modern,1,0,0,400,,
Dosis Semi Bold,Dosis,modern,1,0,0,600,,
Dr Sugiyama,Dr Sugiyama,script,1,0,0,400,,
Duru Sans,Duru Sans,contemporary,1,0,0,400,,
Dynalight,Dynalight,script,0,1,0,400,,
Eagle Lake,Eagle Lake,script,1,0,0,400,,
East Sea Dokdo,East Sea Dokdo,handwriting,1,0,0,400,,
Eater,Eater,display,0,1,0,400,,
EB Garamond Bold,EB Garamond,oldstyle,1,1,1,700,,
EB Garamond Bold Italic,EB Garamond,oldstyle,1,1,1,700,,
EB Garamond Extra Bold,EB Garamond,oldstyle,1,1,1,800,,
EB Garamond Extra Bold Italic,EB Garamond,oldstyle,1,1,1,800,,
EB Garamond Medium,EB Garamond,oldstyle,1,1,1,500,,
EB Garamond Medium Italic,EB Garamond,oldstyle,1,1,1,500,,
EB Garamond Regular,EB Garamond,oldstyle,1,1,0,400,,
EB Garamond Regular Italic,EB Garamond,oldstyle,1,1,1,400,,
EB Garamond Semi Bold,EB Garamond,oldstyle,1,1,1,600,,
EB Garamond Semi Bold Italic,EB Garamond,oldstyle,1,1,1,600,,
Economica Bold,Economica,contemporary,1,0,1,700,,
Economica Bold Italic,Economica,contemporary,1,0,1,700,,
Economica Regular,Economica,contemporary,1,0,0,400,,started here
Economica Regular Italic,Economica,contemporary,1,0,1,400,,
Eczar Bold,Eczar,informal,1,1,0,700,,
Eczar Extra Bold,Eczar,informal,1,1,0,800,,
Eczar Medium,Eczar,informal,1,1,0,500,,
Eczar Regular,Eczar,informal,1,1,0,400,,
Eczar Semi Bold,Eczar,informal,1,1,0,600,,
El Messiri Bold,El Messiri,modern,1,0,0,700,,
El Messiri Medium,El Messiri,modern,1,0,0,500,,
El Messiri Regular,El Messiri,modern,1,0,0,400,,
El Messiri Semi Bold,El Messiri,modern,1,0,0,600,,
Electrolize,Electrolize,modern,1,0,0,400,,
Elsie Black,Elsie,modern,0,1,0,900,,
Elsie Regular,Elsie,modern,0,1,0,400,,
Elsie Swash Caps Black,Elsie Swash Caps,modern,0,1,0,900,,
Elsie Swash Caps Regular,Elsie Swash Caps,modern,0,1,0,400,,
Emblema One,Emblema One,display,0,1,0,400,,
Emilys Candy,Emilys Candy,informal,0,1,0,400,,
Encode Sans Black,Encode Sans,contemporary,1,0,0,900,,
Encode Sans Bold,Encode Sans,contemporary,1,0,0,700,,
Encode Sans Extra Bold,Encode Sans,contemporary,1,0,0,800,,
Encode Sans Extra Light,Encode Sans,contemporary,1,0,0,200,,
Encode Sans Light,Encode Sans,contemporary,1,0,0,300,,
Encode Sans Medium,Encode Sans,contemporary,1,0,0,500,,
Encode Sans Regular,Encode Sans,contemporary,1,0,0,400,,
Encode Sans Semi Bold,Encode Sans,contemporary,1,0,0,600,,
Encode Sans Thin,Encode Sans,contemporary,1,0,0,100,,
Encode Sans Condensed Black,Encode Sans Condensed,contemporary,1,0,0,900,,
Encode Sans Condensed Bold,Encode Sans Condensed,contemporary,1,0,0,700,,
Encode Sans Condensed Extra Bold,Encode Sans Condensed,contemporary,1,0,0,800,,
Encode Sans Condensed Extra Light,Encode Sans Condensed,contemporary,1,0,0,200,,
Encode Sans Condensed Light,Encode Sans Condensed,contemporary,1,0,0,300,,
Encode Sans Condensed Medium,Encode Sans Condensed,contemporary,1,0,0,500,,
Encode Sans Condensed Regular,Encode Sans Condensed,contemporary,1,0,0,400,,
Encode Sans Condensed Semi Bold,Encode Sans Condensed,contemporary,1,0,0,600,,
Encode Sans Condensed Thin,Encode Sans Condensed,contemporary,1,0,0,100,,
Encode Sans Expanded Black,Encode Sans Expanded,contemporary,1,0,0,900,,
Encode Sans Expanded Bold,Encode Sans Expanded,contemporary,1,0,0,700,,
Encode Sans Expanded Extra Bold,Encode Sans Expanded,contemporary,1,0,0,800,,
Encode Sans Expanded Extra Light,Encode Sans Expanded,contemporary,1,0,0,200,,
Encode Sans Expanded Light,Encode Sans Expanded,contemporary,1,0,0,300,,
Encode Sans Expanded Medium,Encode Sans Expanded,contemporary,1,0,0,500,,
Encode Sans Expanded Regular,Encode Sans Expanded,contemporary,1,0,0,400,,
Encode Sans Expanded Semi Bold,Encode Sans Expanded,contemporary,1,0,0,600,,
Encode Sans Expanded Thin,Encode Sans Expanded,contemporary,1,0,0,100,,
Encode Sans Semi Condensed Black,Encode Sans Semi Condensed,contemporary,1,0,0,900,,
Encode Sans Semi Condensed Bold,Encode Sans Semi Condensed,contemporary,1,0,0,700,,
Encode Sans Semi Condensed Extra Bold,Encode Sans Semi Condensed,contemporary,1,0,0,800,,
Encode Sans Semi Condensed Extra Light,Encode Sans Semi Condensed,contemporary,1,0,0,200,,
Encode Sans Semi Condensed Light,Encode Sans Semi Condensed,contemporary,1,0,0,300,,
Encode Sans Semi Condensed Medium,Encode Sans Semi Condensed,contemporary,1,0,0,500,,
Encode Sans Semi Condensed Regular,Encode Sans Semi Condensed,contemporary,1,0,0,400,,
Encode Sans Semi Condensed Semi Bold,Encode Sans Semi Condensed,contemporary,1,0,0,600,,
Encode Sans Semi Condensed Thin,Encode Sans Semi Condensed,contemporary,1,0,0,100,,
Encode Sans Semi Expanded Black,Encode Sans Semi Expanded,contemporary,1,0,0,900,,
Encode Sans Semi Expanded Bold,Encode Sans Semi Expanded,contemporary,1,0,0,700,,
Encode Sans Semi Expanded Extra Bold,Encode Sans Semi Expanded,contemporary,1,0,0,800,,
Encode Sans Semi Expanded Extra Light,Encode Sans Semi Expanded,contemporary,1,0,0,200,,
Encode Sans Semi Expanded Light,Encode Sans Semi Expanded,contemporary,1,0,0,300,,
Encode Sans Semi Expanded Medium,Encode Sans Semi Expanded,contemporary,1,0,0,500,,
Encode Sans Semi Expanded Regular,Encode Sans Semi Expanded,contemporary,1,0,0,400,,
Encode Sans Semi Expanded Semi Bold,Encode Sans Semi Expanded,contemporary,1,0,0,600,,
Encode Sans Semi Expanded Thin,Encode Sans Semi Expanded,contemporary,1,0,0,100,,
Engagement,Engagement,script,1,0,0,400,,
Englebert,Englebert,handwriting,1,0,0,400,,
Enriqueta Bold,Enriqueta,humanist,1,1,0,700,,
Enriqueta Medium,Enriqueta,humanist,1,1,0,500,,
Enriqueta Regular,Enriqueta,humanist,1,1,0,400,,
Enriqueta Semi Bold,Enriqueta,humanist,1,1,0,600,,
Erica One,Erica One,display,0,0,0,400,,
Esteban,Esteban,oldstyle,1,1,0,400,,
Euphoria Script,Euphoria Script,script,1,0,0,400,,
Ewert,Ewert,western,0,1,0,400,,
Exo Black,Exo,geometric,1,0,1,900,,
Exo Black Italic,Exo,geometric,1,0,1,900,,
Exo Bold,Exo,geometric,1,0,1,700,,
Exo Bold Italic,Exo,geometric,1,0,1,700,,
Exo Extra Bold,Exo,geometric,1,0,1,800,,
Exo Extra Bold Italic,Exo,geometric,1,0,1,800,,
Exo Extra Light,Exo,geometric,1,0,1,200,,
Exo Extra Light Italic,Exo,geometric,1,0,1,200,,
Exo Light,Exo,geometric,1,0,1,300,,
Exo Light Italic,Exo,geometric,1,0,1,300,,
Exo Medium,Exo,geometric,1,0,1,500,,
Exo Medium Italic,Exo,geometric,1,0,1,500,,
Exo Regular,Exo,geometric,1,0,1,400,,
Exo Regular Italic,Exo,geometric,1,0,1,400,,
Exo Semi Bold,Exo,geometric,1,0,1,600,,
Exo Semi Bold Italic,Exo,geometric,1,0,1,600,,
Exo Thin,Exo,geometric,1,0,0,100,,
Exo Thin Italic,Exo,geometric,1,0,1,100,,
Exo 2 Black,Exo 2,geometric,1,0,1,900,,
Exo 2 Black Italic,Exo 2,geometric,1,0,1,900,,
Exo 2 Bold,Exo 2,geometric,1,0,1,700,,
Exo 2 Bold Italic,Exo 2,geometric,1,0,1,700,,
Exo 2 Extra Bold,Exo 2,geometric,1,0,1,800,,
Exo 2 Extra Bold Italic,Exo 2,geometric,1,0,1,800,,
Exo 2 Extra Light,Exo 2,geometric,1,0,1,200,,
Exo 2 Extra Light Italic,Exo 2,geometric,1,0,1,200,,
Exo 2 Light,Exo 2,geometric,1,0,1,300,,
Exo 2 Light Italic,Exo 2,geometric,1,0,1,300,,
Exo 2 Medium,Exo 2,geometric,1,0,1,500,,
Exo 2 Medium Italic,Exo 2,geometric,1,0,1,500,,
Exo 2 Regular,Exo 2,geometric,1,0,1,400,,
Exo 2 Regular Italic,Exo 2,geometric,1,0,1,400,,
Exo 2 Semi Bold,Exo 2,geometric,1,0,1,600,,
Exo 2 Semi Bold Italic,Exo 2,geometric,1,0,1,600,,
Exo 2 Thin,Exo 2,geometric,1,0,0,100,,
Exo 2 Thin Italic,Exo 2,geometric,1,0,1,100,,
Expletus Sans Bold,Expletus Sans,display,0,0,1,700,,
Expletus Sans Bold Italic,Expletus Sans,display,0,0,1,700,,
Expletus Sans Medium,Expletus Sans,display,0,0,1,500,,
Expletus Sans Medium Italic,Expletus Sans,display,0,0,1,500,,
Expletus Sans Regular,Expletus Sans,display,0,0,0,400,,
Expletus Sans Regular Italic,Expletus Sans,display,0,0,1,400,,
Expletus Sans Semi Bold,Expletus Sans,display,0,0,1,600,,
Expletus Sans Semi Bold Italic,Expletus Sans,display,0,0,1,600,,
Fahkwang Bold,Fahkwang,contemporary,1,0,1,700,,
Fahkwang Bold Italic,Fahkwang,contemporary,1,0,1,700,,
Fahkwang Extra Light,Fahkwang,contemporary,1,0,0,200,,
Fahkwang Extra Light Italic,Fahkwang,contemporary,1,0,1,200,,
Fahkwang Light,Fahkwang,contemporary,1,0,1,300,,
Fahkwang Light Italic,Fahkwang,contemporary,1,0,1,300,,
Fahkwang Medium,Fahkwang,contemporary,1,0,1,500,,
Fahkwang Medium Italic,Fahkwang,contemporary,1,0,1,500,,
Fahkwang Regular,Fahkwang,contemporary,1,0,1,400,,
Fahkwang Regular Italic,Fahkwang,contemporary,1,0,1,400,,
Fahkwang Semi Bold,Fahkwang,contemporary,1,0,1,600,,
Fahkwang Semi Bold Italic,Fahkwang,contemporary,1,0,1,600,,
Fanwood Text Regular,Fanwood Text,oldstyle,1,1,0,400,,possibly another variant?
Fanwood Text Regular Italic,Fanwood Text,oldstyle,1,1,1,400,,
Farro Bold,Farro,humanist,1,0,0,700,,
Farro Light,Farro,humanist,1,0,0,300,,
Farro Medium,Farro,humanist,1,0,0,500,,
Farro Regular,Farro,humanist,1,0,0,400,,
Farsan,Farsan,informal,0,0,0,400,,
Fascinate,Fascinate,retro,0,1,0,400,,
Fascinate Inline,Fascinate Inline,retro,0,1,0,400,,
Faster One,Faster One,informal,0,0,0,400,,
Fauna One,Fauna One,contemporary,1,1,0,400,,
Faustina Bold,Faustina,oldstyle,1,1,1,700,,
Faustina Bold Italic,Faustina,oldstyle,1,1,1,700,,
Faustina Medium,Faustina,oldstyle,1,1,1,500,,
Faustina Medium Italic,Faustina,oldstyle,1,1,1,500,,
Faustina Regular,Faustina,oldstyle,1,1,0,400,,
Faustina Regular Italic,Faustina,oldstyle,1,1,1,400,,
Faustina Semi Bold,Faustina,oldstyle,1,1,1,600,,
Faustina Semi Bold Italic,Faustina,oldstyle,1,1,1,600,,
Federant,Federant,medieval,0,1,0,400,,
Federo,Federo,contemporary,1,0,0,400,,
Felipa,Felipa,script,1,0,0,400,,
Fenix,Fenix,oldstyle,1,1,0,400,,
Finger Paint,Finger Paint,handwriting,0,0,0,400,,
Fira Code Bold,Fira Code,monospace,1,1,0,700,,
Fira Code Light,Fira Code,monospace,1,1,0,300,,
Fira Code Medium,Fira Code,monospace,1,1,0,500,,
Fira Code Regular,Fira Code,monospace,1,1,0,400,,
Fira Code Semi Bold,Fira Code,monospace,1,1,0,600,,
Fira Mono Bold,Fira Mono,monospace,1,1,0,700,,
